Rk,Player,Season,Age,Tm,Lg,WS,VORP,BPM,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
102,Anthony Davis\davisan02,2014-15,21,NOP,NBA,14.0,5.7,7.1,68,68,36.1,9.4,17.6,9.4,17.5,0.0,0.2,5.5,6.8,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,.535,.540,.083,.536,.805,.591
103,LeBron James\jamesle01,2017-18,33,CLE,NBA,14.0,8.9,9.6,82,82,36.9,10.5,19.3,8.6,14.3,1.8,5.0,4.7,6.5,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,27.5,.542,.603,.367,.590,.731,.621
104,Michael Jordan\jordami01,1984-85,21,CHI,NBA,14.0,8.1,8.2,82,82,38.3,10.2,19.8,10.1,19.2,0.1,0.6,7.7,9.1,2.0,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2,.515,.526,.173,.518,.845,.592
105,Shaquille O'Neal\onealsh01,1994-95,22,ORL,NBA,14.0,5.4,5.4,79,79,37.0,11.8,20.2,11.8,20.1,0.0,0.1,5.8,10.8,4.2,7.3,11.4,2.7,0.9,2.4,2.6,3.3,29.3,.583,.585,.000,.583,.533,.588
106,John Stockton\stockjo01,1990-91,28,UTA,NBA,14.0,5.0,4.4,82,82,37.8,6.0,11.9,5.3,9.9,0.7,2.0,4.4,5.3,0.6,2.3,2.9,14.2,2.9,0.2,3.6,2.8,17.2,.507,.541,.345,.537,.836,.604
107,Karl-Anthony Towns\townska01,2017-18,22,MIN,NBA,14.0,5.5,5.5,82,82,35.6,7.8,14.3,6.3,10.8,1.5,3.5,4.2,4.9,2.9,9.4,12.3,2.4,0.8,1.4,1.9,3.5,21.3,.545,.585,.421,.596,.858,.646
108,Russell Westbrook\westbru01,2015-16,27,OKC,NBA,14.0,8.3,10.0,80,80,34.4,8.2,18.1,6.9,13.8,1.3,4.3,5.8,7.2,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,23.5,.454,.503,.296,.489,.812,.554
109,Pau Gasol\gasolpa01,2008-09,28,LAL,NBA,13.9,5.3,5.0,81,81,37.0,7.3,12.9,7.3,12.9,0.0,0.0,4.2,5.4,3.2,6.4,9.6,3.5,0.6,1.0,1.9,2.1,18.9,.567,.567,.500,.567,.781,.617
110,Chris Paul\paulch01,2012-13,27,LAC,NBA,13.9,5.6,7.5,70,70,33.4,5.9,12.2,4.8,8.9,1.1,3.3,4.1,4.6,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,.481,.538,.328,.526,.885,.594
111,Chris Paul\paulch01,2010-11,25,NOH,NBA,13.9,6.1,6.4,80,80,36.0,5.4,11.6,4.5,9.3,0.9,2.3,4.2,4.8,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,.463,.482,.388,.502,.878,.578
112,Gary Payton\paytoga01,1999-00,31,SEA,NBA,13.9,7.6,6.8,82,82,41.8,9.1,20.3,7.0,14.0,2.2,6.3,3.8,5.2,1.2,5.2,6.5,8.9,1.9,0.2,2.7,2.2,24.2,.448,.497,.340,.502,.735,.535
113,David Robinson\robinda01,1991-92,26,SAS,NBA,13.9,7.8,10.0,68,68,37.7,8.7,15.8,8.7,15.7,0.0,0.1,5.8,8.3,3.8,8.4,12.2,2.7,2.3,4.5,2.7,3.2,23.2,.551,.554,.125,.552,.701,.597
114,John Stockton\stockjo01,1994-95,32,UTA,NBA,13.9,5.4,5.5,82,82,35.0,5.2,9.6,4.0,6.9,1.2,2.8,3.0,3.7,0.7,2.4,3.1,12.3,2.4,0.3,3.3,2.6,14.7,.542,.580,.449,.607,.804,.651
115,Kobe Bryant\bryanko01,2007-08,29,LAL,NBA,13.8,6.0,5.4,82,82,38.9,9.5,20.6,7.6,15.5,1.8,5.1,7.6,9.0,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,.459,.490,.361,.503,.840,.576
116,Jimmy Butler\butleji01,2016-17,27,CHI,NBA,13.8,6.3,6.9,76,75,37.0,7.5,16.5,6.3,13.2,1.2,3.3,7.7,8.9,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,.455,.477,.367,.492,.865,.586
117,Julius Erving\ervinju01,1980-81,30,PHI,NBA,13.8,7.2,8.0,82,,35.0,9.7,18.6,9.6,18.4,0.0,0.2,5.1,6.5,3.0,5.0,8.0,4.4,2.1,1.8,3.2,2.8,24.6,.521,.525,.222,.522,.787,.572
118,Dwight Howard\howardw01,2008-09,23,ORL,NBA,13.8,4.6,4.4,79,79,35.7,7.1,12.4,7.1,12.4,0.0,0.0,6.4,10.7,4.3,9.6,13.8,1.4,1.0,2.9,3.0,3.4,20.6,.572,.573,.000,.572,.594,.600
119,Karl Malone\malonka01,1994-95,31,UTA,NBA,13.8,6.1,5.8,82,82,38.1,10.1,18.9,10.0,18.4,0.1,0.5,6.3,8.5,1.9,8.7,10.6,3.5,1.6,1.0,2.9,3.3,26.7,.536,.543,.268,.540,.742,.590
120,David Robinson\robinda01,1997-98,32,SAS,NBA,13.8,6.1,7.8,73,73,33.7,7.5,14.6,7.4,14.5,0.0,0.1,6.6,9.0,3.3,7.3,10.6,2.7,0.9,2.6,2.8,2.8,21.6,.511,.512,.250,.511,.735,.581
121,Ray Allen\allenra02,2000-01,25,MIL,NBA,13.7,6.0,5.6,82,82,38.2,7.7,16.0,5.2,10.3,2.5,5.7,4.2,4.8,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,22.0,.480,.506,.433,.557,.888,.610
122,Anthony Davis\davisan02,2017-18,24,NOP,NBA,13.7,4.9,5.2,75,75,36.4,10.4,19.5,9.7,17.3,0.7,2.2,6.6,8.0,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,.534,.558,.340,.552,.828,.612
123,LeBron James\jamesle01,2006-07,22,CLE,NBA,13.7,7.6,7.4,78,78,40.9,9.9,20.8,8.6,16.8,1.3,4.0,6.3,9.0,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3,.476,.513,.319,.507,.698,.552
124,Kawhi Leonard\leonaka01,2015-16,24,SAS,NBA,13.7,6.2,8.3,72,72,33.1,7.7,15.1,5.9,11.1,1.8,4.0,4.1,4.6,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2,.506,.528,.443,.565,.874,.616
125,Moses Malone\malonmo01,1980-81,25,HOU,NBA,13.7,4.7,3.7,80,,40.6,10.1,19.3,10.1,19.3,0.0,0.0,7.6,10.1,5.9,8.8,14.8,1.8,1.0,1.9,3.9,2.8,27.8,.522,.522,.333,.522,.757,.585
126,Gilbert Arenas\arenagi01,2005-06,24,WAS,NBA,13.6,6.4,5.5,80,80,42.3,9.3,20.9,6.8,14.1,2.5,6.8,8.2,10.0,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,.447,.485,.369,.507,.820,.581
127,Larry Bird\birdla01,1983-84,27,BOS,NBA,13.6,7.4,7.8,79,77,38.3,9.6,19.5,9.4,18.6,0.2,0.9,4.7,5.3,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,.492,.504,.247,.497,.888,.552
128,Adrian Dantley\dantlad01,1980-81,24,UTA,NBA,13.6,5.7,4.6,80,,42.7,11.4,20.3,11.3,20.3,0.0,0.1,7.9,9.8,2.4,4.0,6.4,4.0,1.4,0.2,3.5,3.1,30.7,.559,.560,.286,.559,.806,.622
129,LeBron James\jamesle01,2015-16,31,CLE,NBA,13.6,7.6,9.1,76,76,35.6,9.7,18.6,8.6,14.9,1.1,3.7,4.7,6.5,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,25.3,.520,.573,.309,.551,.731,.588
130,Kawhi Leonard\leonaka01,2016-17,25,SAS,NBA,13.6,6.2,7.9,74,74,33.4,8.6,17.7,6.6,12.5,2.0,5.2,6.3,7.2,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,.485,.529,.380,.541,.880,.610
131,John Stockton\stockjo01,1996-97,34,UTA,NBA,13.6,4.3,3.9,82,82,35.3,5.1,9.3,4.1,7.1,0.9,2.2,3.4,4.0,0.5,2.2,2.8,10.5,2.0,0.2,3.0,2.4,14.4,.548,.587,.422,.598,.846,.656
132,Patrick Ewing\ewingpa01,1989-90,27,NYK,NBA,13.5,5.2,4.6,82,82,38.6,11.2,20.4,11.2,20.4,0.0,0.0,6.1,7.9,2.9,8.0,10.9,2.2,1.0,4.0,3.4,4.0,28.6,.551,.552,.250,.551,.775,.599
133,Brandon Roy\roybr01,2008-09,24,POR,NBA,13.5,5.7,5.8,78,78,37.2,8.1,16.9,7.1,14.1,1.1,2.8,5.3,6.5,1.3,3.4,4.7,5.1,1.1,0.3,1.9,1.6,22.6,.480,.501,.377,.512,.824,.573
134,Peja Stojaković\stojape01,2003-04,26,SAC,NBA,13.5,4.7,3.7,81,81,40.3,8.2,17.1,5.2,10.3,3.0,6.8,4.9,5.2,1.1,5.1,6.3,2.1,1.3,0.2,1.9,2.0,24.2,.480,.511,.433,.566,.927,.624
135,Charles Barkley\barklch01,1990-91,27,PHI,NBA,13.4,7.4,9.9,67,67,37.3,9.9,17.4,9.3,15.1,0.7,2.3,7.1,9.8,3.9,6.3,10.1,4.2,1.6,0.5,3.1,2.6,27.6,.570,.614,.284,.589,.722,.635
136,Stephen Curry\curryst01,2013-14,25,GSW,NBA,13.4,6.7,7.4,78,78,36.5,8.4,17.7,5.0,9.8,3.3,7.9,3.9,4.5,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,.471,.509,.424,.566,.885,.610
137,Karl Malone\malonka01,1993-94,30,UTA,NBA,13.4,6.9,6.3,82,82,40.6,9.4,18.9,9.3,18.5,0.1,0.4,6.2,9.0,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2,.497,.503,.250,.500,.694,.550
138,Sidney Moncrief\moncrsi01,1981-82,24,MIL,NBA,13.4,5.6,5.5,80,80,37.3,7.0,13.3,6.9,13.1,0.0,0.2,5.9,7.2,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8,.523,.529,.071,.524,.817,.601
139,Dirk Nowitzki\nowitdi01,2001-02,23,DAL,NBA,13.4,4.8,4.7,76,76,38.0,7.9,16.6,6.1,11.9,1.8,4.6,5.8,6.8,1.6,8.4,9.9,2.4,1.1,1.0,1.9,2.9,23.4,.477,.508,.397,.532,.853,.599
140,John Stockton\stockjo01,1991-92,29,UTA,NBA,13.4,5.3,5.1,82,82,36.6,5.5,11.5,4.5,9.0,1.0,2.5,3.8,4.5,0.8,2.5,3.3,13.7,3.0,0.3,3.5,2.9,15.8,.482,.503,.407,.527,.842,.590
141,Julius Erving\ervinju01,1981-82,31,PHI,NBA,13.3,6.9,7.8,81,81,34.4,9.6,17.6,9.6,17.5,0.0,0.1,5.1,6.7,2.7,4.2,6.9,3.9,2.0,1.7,2.6,2.8,24.4,.546,.548,.273,.547,.763,.593
142,Clyde Drexler\drexlcl01,1987-88,25,POR,NBA,13.2,7.3,7.4,81,80,37.8,10.5,20.7,10.3,20.1,0.1,0.6,5.9,7.2,3.2,3.4,6.6,5.8,2.5,0.6,2.9,3.1,27.0,.506,.515,.212,.509,.811,.564
143,Tim Duncan\duncati01,2000-01,24,SAS,NBA,13.2,5.9,5.4,82,82,38.7,8.6,17.1,8.5,16.8,0.1,0.3,5.0,8.1,3.2,9.0,12.2,3.0,0.9,2.3,3.0,3.0,22.2,.499,.504,.259,.502,.618,.536
144,Dwight Howard\howardw01,2009-10,24,ORL,NBA,13.2,5.4,5.5,82,82,34.7,6.2,10.2,6.2,10.1,0.0,0.1,5.9,10.0,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,.612,.617,.000,.612,.592,.630
145,Sidney Moncrief\moncrsi01,1982-83,25,MIL,NBA,13.2,5.3,5.7,76,76,35.7,8.0,15.2,8.0,15.1,0.0,0.1,6.6,7.9,2.5,3.2,5.8,3.9,1.5,0.3,2.6,2.4,22.5,.524,.528,.100,.525,.826,.602
146,Shaquille O'Neal\onealsh01,2001-02,29,LAL,NBA,13.2,5.5,7.0,67,66,36.1,10.6,18.3,10.6,18.3,0.0,0.0,5.9,10.7,3.5,7.2,10.7,3.0,0.6,2.0,2.6,3.0,27.2,.579,.580,.000,.579,.555,.590
147,Shaquille O'Neal\onealsh01,2002-03,30,LAL,NBA,13.2,5.3,6.3,67,66,37.8,10.4,18.1,10.4,18.1,0.0,0.0,6.7,10.8,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,.574,.574,,.574,.622,.602
148,David Robinson\robinda01,1992-93,27,SAS,NBA,13.2,7.0,6.7,82,82,39.2,8.2,16.4,8.2,16.2,0.0,0.2,6.8,9.3,2.8,8.9,11.7,3.7,1.5,3.2,2.9,2.9,23.4,.501,.506,.176,.503,.732,.569
149,John Stockton\stockjo01,1993-94,31,UTA,NBA,13.2,4.8,4.4,82,82,36.2,5.6,10.6,5.0,8.8,0.6,1.8,3.3,4.1,0.9,2.3,3.1,12.6,2.4,0.3,3.2,2.9,15.1,.528,.570,.322,.555,.805,.608
150,Tim Duncan\duncati01,2003-04,27,SAS,NBA,13.1,5.9,7.3,69,68,36.6,8.6,17.1,8.6,16.9,0.0,0.2,5.1,8.5,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,.501,.505,.167,.502,.599,.534
151,Karl Malone\malonka01,2000-01,37,UTA,NBA,13.1,5.8,5.9,81,81,35.7,8.3,16.6,8.2,16.5,0.0,0.1,6.6,8.3,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2,.498,.499,.400,.499,.793,.572
152,Scottie Pippen\pippesc01,1996-97,31,CHI,NBA,13.1,6.7,6.6,82,82,37.7,7.9,16.7,6.0,11.5,1.9,5.2,2.5,3.5,2.0,4.5,6.5,5.7,1.9,0.5,2.6,2.6,20.2,.474,.522,.368,.531,.701,.554
153,Derrick Rose\rosede01,2010-11,22,CHI,NBA,13.1,6.0,5.9,81,81,37.4,8.8,19.7,7.2,15.0,1.6,4.8,5.9,6.9,1.0,3.1,4.1,7.7,1.0,0.6,3.4,1.7,25.0,.445,.481,.332,.485,.858,.550
154,Russell Westbrook\westbru01,2016-17,28,OKC,NBA,13.1,12.4,15.6,81,81,34.6,10.2,24.0,7.7,16.8,2.5,7.2,8.8,10.4,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,.425,.459,.343,.476,.845,.554
155,Kobe Bryant\bryanko01,2006-07,28,LAL,NBA,13.0,5.3,4.7,77,77,40.8,10.6,22.8,8.8,17.6,1.8,5.2,8.7,10.0,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,.463,.497,.344,.502,.868,.580
156,Tim Duncan\duncati01,1999-00,23,SAS,NBA,13.0,5.9,6.1,74,74,38.9,8.5,17.3,8.5,17.2,0.0,0.1,6.2,8.1,3.5,8.9,12.4,3.2,0.9,2.2,3.3,2.8,23.2,.490,.494,.091,.491,.761,.555
157,Tim Duncan\duncati01,2006-07,30,SAS,NBA,13.0,6.3,7.1,80,80,34.1,7.7,14.1,7.7,14.0,0.0,0.1,4.5,7.1,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,.546,.550,.111,.547,.637,.579
158,Patrick Ewing\ewingpa01,1991-92,29,NYK,NBA,13.0,4.8,4.0,82,82,38.4,9.7,18.6,9.7,18.5,0.0,0.1,4.6,6.2,2.8,8.5,11.2,1.9,1.1,3.0,2.5,3.4,24.0,.522,.523,.167,.522,.738,.563
159,John Stockton\stockjo01,1995-96,33,UTA,NBA,13.0,4.2,3.7,82,82,35.5,5.4,10.0,4.2,7.2,1.2,2.7,2.9,3.4,0.7,2.1,2.8,11.2,1.7,0.2,3.0,2.5,14.7,.538,.582,.422,.596,.830,.642
160,Dwyane Wade\wadedw01,2009-10,28,MIA,NBA,13.0,8.0,9.4,77,77,36.3,9.3,19.6,8.4,16.5,0.9,3.2,6.9,9.1,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,.476,.509,.300,.500,.761,.562
161,Vince Carter\cartevi01,2000-01,24,TOR,NBA,12.9,6.8,7.0,75,75,39.7,10.2,22.1,8.0,16.8,2.2,5.3,5.1,6.7,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,.460,.477,.408,.509,.765,.551
162,Kevin Garnett\garneke01,2007-08,31,BOS,NBA,12.9,5.5,7.4,71,71,32.8,7.5,13.9,7.5,13.8,0.0,0.2,3.8,4.7,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,.539,.545,.000,.539,.801,.588
163,Tim Hardaway\hardati01,1996-97,30,MIA,NBA,12.9,5.6,5.1,81,81,38.7,7.1,17.1,4.6,9.8,2.5,7.3,3.6,4.5,0.6,2.8,3.4,8.6,1.9,0.1,2.8,2.0,20.3,.415,.469,.344,.489,.799,.532
164,Dwight Howard\howardw01,2007-08,22,ORL,NBA,12.9,3.3,2.2,82,82,37.7,7.1,11.9,7.1,11.8,0.0,0.0,6.5,10.9,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,.599,.601,.000,.599,.590,.619
165,LeBron James\jamesle01,2016-17,32,CLE,NBA,12.9,7.3,8.4,74,74,37.8,9.9,18.2,8.3,13.5,1.7,4.6,4.8,7.2,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,.548,.611,.363,.594,.674,.619
166,Magic Johnson\johnsma02,1981-82,22,LAL,NBA,12.9,7.8,8.3,78,77,38.3,7.1,13.3,7.1,12.9,0.1,0.4,4.2,5.6,3.2,6.4,9.6,9.5,2.7,0.4,3.7,2.9,18.6,.537,.546,.207,.540,.760,.590
167,Alonzo Mourning\mournal01,1999-00,29,MIA,NBA,12.9,4.6,4.6,79,78,34.8,8.3,15.0,8.3,14.9,0.0,0.1,5.2,7.4,2.7,6.8,9.5,1.6,0.5,3.7,2.7,3.9,21.7,.551,.553,.000,.551,.711,.596
168,Dirk Nowitzki\nowitdi01,2007-08,29,DAL,NBA,12.9,5.0,5.2,77,77,36.0,8.2,17.1,7.2,14.2,1.0,2.9,6.2,7.1,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,.479,.504,.359,.510,.879,.585
169,Gary Payton\paytoga01,1996-97,28,SEA,NBA,12.9,6.2,5.6,82,82,39.2,8.6,18.1,7.2,13.4,1.5,4.6,3.1,4.3,1.3,3.3,4.6,7.1,2.4,0.2,2.6,2.5,21.8,.476,.533,.313,.517,.715,.545
170,Paul Pierce\piercpa01,2001-02,24,BOS,NBA,12.9,5.7,4.9,82,82,40.3,8.6,19.5,6.1,13.1,2.6,6.3,6.3,7.8,1.0,5.9,6.9,3.2,1.9,1.0,2.9,2.9,26.1,.442,.461,.404,.508,.809,.570
171,Detlef Schrempf\schrede01,1994-95,32,SEA,NBA,12.9,4.7,4.5,82,82,35.2,6.4,12.2,5.2,10.0,1.1,2.2,5.3,6.4,1.6,4.5,6.2,3.8,1.1,0.4,2.1,3.1,19.2,.523,.525,.514,.569,.839,.641
172,Clyde Drexler\drexlcl01,1991-92,29,POR,NBA,12.8,7.2,8.4,76,76,36.2,9.1,19.4,7.6,15.0,1.5,4.4,5.3,6.6,2.2,4.4,6.6,6.7,1.8,0.9,3.2,3.0,25.0,.470,.510,.337,.509,.794,.560
173,Tim Duncan\duncati01,1997-98,21,SAS,NBA,12.8,6.0,5.5,82,82,39.1,8.6,15.7,8.6,15.6,0.0,0.1,3.9,5.9,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1,.549,.553,.000,.549,.662,.577
174,Kevin Garnett\garneke01,2001-02,25,MIN,NBA,12.8,7.0,6.7,81,81,39.2,8.1,17.3,7.7,15.9,0.5,1.4,4.4,5.5,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,.470,.484,.319,.484,.801,.536
175,James Harden\hardeja01,2012-13,23,HOU,NBA,12.8,5.7,5.5,78,78,38.3,7.5,17.1,5.2,10.9,2.3,6.2,8.6,10.2,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,.438,.477,.368,.504,.851,.600
176,James Harden\hardeja01,2013-14,24,HOU,NBA,12.8,5.4,5.7,73,73,38.0,7.5,16.5,5.1,9.9,2.4,6.6,7.9,9.1,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,.456,.515,.366,.529,.866,.618
177,DeAndre Jordan\jordade01,2014-15,26,LAC,NBA,12.8,4.3,4.1,82,82,34.4,4.6,6.5,4.6,6.5,0.0,0.0,2.3,5.7,4.8,10.1,15.0,0.7,1.0,2.2,1.3,3.0,11.5,.710,.713,.250,.711,.397,.638
178,Dwyane Wade\wadedw01,2010-11,29,MIA,NBA,12.8,5.7,5.9,76,76,37.1,9.1,18.2,8.3,15.5,0.8,2.7,6.5,8.6,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,.500,.534,.306,.523,.758,.581
179,Kobe Bryant\bryanko01,2001-02,23,LAL,NBA,12.7,5.0,4.4,80,80,38.3,9.4,20.0,9.0,18.3,0.4,1.7,6.1,7.4,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,.469,.489,.250,.479,.829,.544
180,Kobe Bryant\bryanko01,2008-09,30,LAL,NBA,12.7,4.9,4.5,82,82,36.1,9.8,20.9,8.3,16.8,1.4,4.1,5.9,6.9,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,.467,.496,.351,.502,.856,.561
181,Kevin Johnson\johnske02,1990-91,24,PHO,NBA,12.7,5.1,5.2,77,76,36.0,7.7,14.9,7.6,14.3,0.1,0.6,6.7,8.0,0.7,2.8,3.5,10.1,2.1,0.1,3.5,2.3,22.2,.516,.529,.205,.520,.843,.604
182,Magic Johnson\johnsma02,1984-85,25,LAL,NBA,12.7,5.2,5.4,77,77,36.1,6.5,11.7,6.5,11.2,0.1,0.5,5.1,6.0,1.2,5.0,6.2,12.6,1.5,0.3,4.0,2.0,18.3,.561,.577,.189,.565,.843,.637
183,Sidney Moncrief\moncrsi01,1983-84,26,MIL,NBA,12.7,5.3,4.8,79,79,38.9,7.1,14.2,7.0,14.0,0.1,0.2,6.7,7.9,2.7,4.0,6.7,4.5,1.4,0.3,2.7,2.6,20.9,.498,.501,.278,.500,.848,.591
184,Chris Paul\paulch01,2011-12,26,LAC,NBA,12.7,5.4,7.9,60,60,36.4,7.1,14.8,5.8,11.3,1.3,3.6,4.3,5.0,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,.478,.511,.371,.522,.861,.581
185,Chris Paul\paulch01,2015-16,30,LAC,NBA,12.7,6.0,7.8,74,74,32.7,7.0,15.1,5.3,10.6,1.6,4.4,4.0,4.4,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5,.462,.501,.371,.517,.896,.575
186,Scottie Pippen\pippesc01,1991-92,26,CHI,NBA,12.7,6.8,6.5,82,82,38.6,8.4,16.6,8.2,15.6,0.2,1.0,4.0,5.3,2.3,5.4,7.7,7.0,1.9,1.1,3.1,3.0,21.0,.506,.525,.200,.511,.760,.555
187,David Robinson\robinda01,1999-00,34,SAS,NBA,12.7,4.8,5.5,80,80,32.0,6.6,12.9,6.6,12.9,0.0,0.0,4.6,6.4,2.4,7.2,9.6,1.8,1.2,2.3,2.1,3.1,17.8,.512,.513,.000,.512,.726,.568
188,Stephen Curry\curryst01,2016-17,28,GSW,NBA,12.6,6.2,7.3,79,79,33.4,8.5,18.3,4.4,8.3,4.1,10.0,4.1,4.6,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,.468,.537,.411,.580,.898,.624
189,Damian Lillard\lillada01,2017-18,27,POR,NBA,12.6,5.9,6.7,73,73,36.6,8.5,19.4,5.4,10.8,3.1,8.6,6.8,7.4,0.8,3.6,4.5,6.6,1.1,0.4,2.8,1.6,26.9,.439,.501,.361,.519,.916,.594
190,Steve Nash\nashst01,2006-07,32,PHO,NBA,12.6,3.9,3.8,76,76,35.3,6.8,12.8,4.8,8.3,2.1,4.5,2.9,3.3,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,.532,.575,.455,.613,.899,.654
191,Gary Payton\paytoga01,2001-02,33,SEA,NBA,12.6,5.5,4.6,82,82,40.3,9.0,19.2,8.1,16.4,0.9,2.9,3.3,4.1,1.0,3.9,4.8,9.0,1.6,0.3,2.5,2.2,22.1,.467,.494,.314,.490,.797,.526
192,Dennis Rodman\rodmade01,1991-92,30,DET,NBA,12.6,5.8,4.9,82,80,40.3,4.2,7.7,3.8,6.5,0.4,1.2,1.0,1.7,6.4,12.3,18.7,2.3,0.8,0.9,1.7,3.0,9.8,.539,.581,.317,.564,.600,.574
193,Larry Bird\birdla01,1981-82,25,BOS,NBA,12.5,7.0,7.5,77,58,38.0,9.2,18.4,9.1,17.7,0.1,0.7,4.3,4.9,2.6,8.3,10.9,5.8,1.9,0.9,3.3,3.2,22.9,.503,.514,.212,.507,.863,.557
194,Julius Erving\ervinju01,1979-80,29,PHI,NBA,12.5,6.5,7.2,78,,36.1,10.7,20.7,10.7,20.4,0.1,0.3,5.4,6.8,2.8,4.6,7.4,4.6,2.2,1.8,3.6,2.7,26.9,.519,.523,.200,.520,.787,.568
195,Magic Johnson\johnsma02,1982-83,23,LAL,NBA,12.5,6.9,7.4,79,79,36.8,6.5,11.8,6.5,11.5,0.0,0.3,3.8,4.8,2.7,5.9,8.6,10.5,2.2,0.6,3.8,2.5,16.8,.548,.560,.000,.548,.800,.603
196,Shawn Marion\mariosh01,2004-05,26,PHO,NBA,12.5,5.5,4.9,81,81,38.8,7.6,15.9,6.2,11.7,1.4,4.2,2.8,3.4,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4,.476,.526,.334,.520,.833,.556
197,Gary Payton\paytoga01,1997-98,29,SEA,NBA,12.5,5.6,5.0,82,82,38.4,7.1,15.6,5.4,10.7,1.6,4.8,3.4,4.6,0.9,3.6,4.6,8.3,2.3,0.2,2.8,2.4,19.2,.453,.505,.338,.505,.744,.544
198,Isaiah Thomas\thomais02,2016-17,27,BOS,NBA,12.5,4.8,5.4,76,76,33.8,9.0,19.4,5.8,10.9,3.2,8.5,7.8,8.5,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,.463,.528,.379,.546,.909,.625
199,Giannis Antetokounmpo\antetgi01,2016-17,22,MIL,NBA,12.4,6.9,7.6,80,80,35.6,8.2,15.7,7.6,13.5,0.6,2.3,5.9,7.7,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,.521,.563,.272,.541,.770,.599
200,Clyde Drexler\drexlcl01,1990-91,28,POR,NBA,12.4,6.7,7.3,82,82,34.8,7.9,16.3,7.1,14.0,0.7,2.3,5.1,6.4,2.6,4.1,6.7,6.0,1.8,0.7,2.8,2.8,21.5,.482,.509,.319,.505,.794,.563
201,Steve Nash\nashst01,2005-06,31,PHO,NBA,12.4,4.0,3.7,79,79,35.4,6.8,13.4,4.9,9.0,1.9,4.3,3.3,3.5,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,.512,.548,.439,.583,.921,.632
202,Hakeem Olajuwon\olajuha01,1988-89,26,HOU,NBA,12.4,5.6,5.4,82,82,36.9,9.6,19.0,9.6,18.9,0.0,0.1,5.5,8.0,4.1,9.4,13.5,1.8,2.6,3.4,3.4,4.0,24.8,.508,.511,.000,.508,.696,.552
